No.,Time Detected,Endpoint,IP Address,Type,Threat,Infected File,Time Created ,File MD5,Status,Time Fixed,Engine,Antivirus database version
195,22/11/2024 12:31,6F-PC-065,172.22.66.151,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
196,22/11/2024 12:31,2F-PC-101,172.22.62.136,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
197,22/11/2024 12:31,5F-PC-084,172.22.80.22,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
198,22/11/2024 12:31,6F-PC-061,172.22.66.8,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
199,22/11/2024 12:31,5F-PC-083,172.22.80.244,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
200,22/11/2024 12:30,2F-PC-064,172.22.35.140,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:40,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
201,22/11/2024 12:30,2F-PC-048,172.22.35.139,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:40,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
202,22/11/2024 12:30,5FB-NB-002,172.22.12.209,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,13/02/2024 8:42,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
203,22/11/2024 12:30,2F-PC-061,172.22.35.3,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:40,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
204,22/11/2024 12:30,GF-PC-048,172.22.52.126,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,13/02/2024 17:09,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
205,22/11/2024 12:30,2F-PC-052,172.22.35.6,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
206,22/11/2024 12:29,2F-PC-058,172.22.57.139,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
207,22/11/2024 12:29,4F-PC-037,172.22.61.156,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,14/02/2024 7:33,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
208,22/11/2024 12:29,1F-PC-231A,172.22.7.63,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,14/03/2024 2:06,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
209,22/11/2024 12:29,3F-PC-108,172.22.64.136,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
210,22/11/2024 12:29,1F-PC-088,172.22.54.89,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:40,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
211,22/11/2024 12:29,GF-NB-002,172.22.14.88,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,16/08/2024 9:21,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
212,22/11/2024 12:28,4F-NB-004,172.22.15.187,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,16/08/2024 15:07,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
213,22/11/2024 12:28,5F-PC-054,172.22.68.92,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
214,22/11/2024 12:28,2F-PC-040,172.22.57.189,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
215,22/11/2024 12:28,1F-PC-221,172.22.0.206,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,14/02/2024 7:33,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
216,22/11/2024 12:28,2F-PC-175,172.22.55.66,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:49,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
217,22/11/2024 12:28,GF-PCP-012,172.22.52.94,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,16/08/2024 15:06,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
218,22/11/2024 12:28,4F-NB-008,172.22.2.197,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,16/08/2024 9:23,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
219,22/11/2024 12:28,1F-PC-193,172.22.50.224,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:40,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
220,22/11/2024 12:28,5F-PC-114,172.22.80.29,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
221,22/11/2024 12:28,Buffer140,172.22.2.198,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,16/08/2024 9:21,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
222,22/11/2024 12:28,2F-NB-005,172.22.0.68,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:49,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
223,22/11/2024 12:28,5F-PC-029,172.22.80.23,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
224,22/11/2024 12:28,2F-PCP-012,172.22.62.127,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,16/08/2024 15:06,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
225,22/11/2024 12:28,2F-PC-075,172.22.57.147,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
226,22/11/2024 12:28,2F-PC-054,172.22.35.134,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:40,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
227,22/11/2024 12:28,1F-PC-194,172.22.54.227,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:40,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
228,22/11/2024 12:27,1F-PC-107,172.22.54.109,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:40,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
229,22/11/2024 12:27,2F-PC-066,172.22.35.7,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
230,22/11/2024 12:27,ECG-INT1,172.22.25.34,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,14/02/2024 7:33,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
231,22/11/2024 12:27,5F-PC-080,172.22.80.154,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:49,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
232,22/11/2024 12:27,4F-PC-052,172.22.80.248,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
233,22/11/2024 12:27,1F-PC-068,172.22.53.85,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:40,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
234,22/11/2024 12:27,2F-PC-072,172.22.35.4,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
235,22/11/2024 12:27,2F-PC-229,172.22.58.71,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
236,22/11/2024 12:27,2F-PC-094,172.22.35.130,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
237,22/11/2024 12:27,buffer1,172.22.53.232,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,14/02/2024 7:33,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
238,22/11/2024 12:27,1F-PC-035,172.22.53.75,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:40,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
239,22/11/2024 12:26,2F-PC-045,172.22.57.195,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:40,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
240,22/11/2024 12:26,2F-PC-069,172.22.35.17,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
241,22/11/2024 12:26,2F-PC-118,172.22.62.18,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,14/02/2024 7:33,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
242,22/11/2024 12:26,2F-PC-055,172.22.35.57,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:40,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
243,22/11/2024 12:26,1F-PC-119,172.22.50.212,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,14/02/2024 7:34,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
244,22/11/2024 12:26,2F-PC-051,172.22.35.77,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:40,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
245,22/11/2024 12:26,5F-PC-099a,172.22.80.183,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,14/02/2024 7:33,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
246,22/11/2024 12:26,2F-PC-186,172.22.57.69,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,14/02/2024 7:33,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
247,22/11/2024 12:26,2F-PC-047,172.22.35.27,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:40,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
248,22/11/2024 10:23,2F-PC-106,172.22.68.94,Others,Suspicious.Win32.Save.a,e:\recycler\6dc09d8d.exe,18/11/2024 12:07,CEAF8C1BD2B8884E7D8728E5FAA8DD66,Isolated successfully.,22/11/2024 10:23,Sangfor Engine Zero,2.02411E+13
249,22/11/2024 10:09,GF-PC-021,172.22.51.56,Trojan,Trojan.Win32.Save.a,e:\prophet\gtaiv\xlive.dll,21/11/2024 7:38,A1A2B9FA77209DB81B9AAD1671DB9D50,Ignored,22/11/2024 10:10,Sangfor Engine Zero,2.02411E+13
250,22/11/2024 10:09,GF-PC-021,172.22.51.56,Trojan,Trojan.Win32.Agent.Vmff,e:\prophet\gtaiv\rld.dll,23/08/2024 15:46,63C08034C19C6896C6EDDBC3D6AB2451,Ignored,22/11/2024 10:10,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
251,22/11/2024 10:09,GF-PC-021,172.22.51.56,Others,Suspicious.Win32.Save.a,e:\tinyiso\buddha.dll,09/09/2024 16:22,E8B501CA851A7A1852C8759A090789D1,Ignored,22/11/2024 10:10,Sangfor Engine Zero,2.02411E+13
252,22/11/2024 6:21,GF-PC-067,172.22.59.202,Trojan,Trojan.Win32.Save.a,c:\orant\bin\ifrun60.exe,17/02/2022 12:07,30FE8D995CE8DCC235692DD9CBAAC85E,Fixed successfully.,22/11/2024 6:21,Sangfor Engine Zero,2.02411E+13
253,22/11/2024 0:04,6F-PC-023,172.22.66.51,Trojan,Trojan.Script.108595,f:\autorun.inf_backup,12/08/2020 20:55,2F38F9F8534BA776348702EAD75F5F3E,Pending,22/11/2024 0:04,Gene Analysis Engine,2.02411E+13
254,21/11/2024 14:59,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,21/11/2024 14:33,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,21/11/2024 14:59,File Reputation Database,2.01808E+13
255,21/11/2024 12:41,5F-PC-148,172.22.80.221,Trojan,Trojan.JS.Agent.PYO,f:\drive\473\evhpxbuj.js,20/02/2024 11:09,E53482FD8E9D227CE51729F443A43027,Isolated successfully.,21/11/2024 12:46,Gene Analysis Engine,2.02411E+13
256,21/11/2024 9:02,6F-PC-023,172.22.66.51,Trojan,Trojan.Script.108595,f:\autorun.inf_backup,12/08/2020 20:55,2F38F9F8534BA776348702EAD75F5F3E,Pending,21/11/2024 9:02,Gene Analysis Engine,2.02411E+13
257,21/11/2024 8:59,6F-PC-023,172.22.66.51,Trojan,Trojan.Script.108595,f:\autorun.inf_backup,12/08/2020 20:55,2F38F9F8534BA776348702EAD75F5F3E,Pending,21/11/2024 8:59,Gene Analysis Engine,2.02411E+13
258,21/11/2024 8:01,6F-PC-023,172.22.66.51,Trojan,Trojan.Script.108595,f:\autorun.inf_backup,12/08/2020 20:55,2F38F9F8534BA776348702EAD75F5F3E,Pending,21/11/2024 8:01,Gene Analysis Engine,2.02411E+13
259,21/11/2024 7:33,GF-PC-003,172.22.50.169,Trojan,Trojan.Win32.Save.a,g:\prophet\gtaiv\xlive.dll,23/08/2024 15:46,A1A2B9FA77209DB81B9AAD1671DB9D50,Ignored,21/11/2024 7:33,Sangfor Engine Zero,2.02411E+13
260,21/11/2024 7:33,GF-PC-003,172.22.50.169,Others,Suspicious.Win32.Save.a,g:\tinyiso\buddha.dll,09/09/2024 16:22,E8B501CA851A7A1852C8759A090789D1,Ignored,21/11/2024 7:34,Sangfor Engine Zero,2.02411E+13
261,20/11/2024 19:25,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,20/11/2024 19:28,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,20/11/2024 19:25,File Reputation Database,2.01808E+13
262,19/11/2024 11:15,2F-PC-232,172.22.58.13,Trojan,Trojan.Win32.Save.a,e:\ \bfcceadfbdfbdfcadaacebdfbdfbebfcceadfbdfbdfcadaacebdfbdcddc.bfcceadfbdfbdfcadaacebdfbdfbebfcceadfbdfbdfcadaacebdfbdcddc,08/05/2018 16:48,1D0091F235B962175FAF529AD8247803,Isolated successfully.,19/11/2024 11:15,Sangfor Engine Zero,2.02411E+13
263,19/11/2024 11:15,2F-PC-232,172.22.58.13,Others,Suspicious.Win32.Save.a,e:\ \nastavi\palili.exe,16/01/2014 17:04,9C93E80D01075AFC8B16A536628CA8F3,Isolated successfully.,19/11/2024 11:15,Sangfor Engine Zero,2.02411E+13
264,19/11/2024 0:57,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,19/11/2024 0:31,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,19/11/2024 0:57,File Reputation Database,2.01808E+13
265,19/11/2024 0:25,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,15/11/2024 21:47,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,19/11/2024 0:25,File Reputation Database,2.01808E+13
266,19/11/2024 0:25,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\program files\common files\system\symsrv.dll,15/11/2024 21:47,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,19/11/2024 0:25,File Reputation Database,2.01808E+13
267,18/11/2024 22:00,MSI-Ayedd,192.168.68.103,Cryptomining,Trojan.Win32.Packed.Vk8d,c:\program files (x86)\passper\passper for excel\passper for excel.exe,18/11/2024 22:05,135CE250EE488D3819FFEC289464505E,Pending,18/11/2024 22:00,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
268,18/11/2024 15:01,1F-PC-004,172.22.58.3,Trojan,Trojan.Win32.Save.a,e:\system volume information\kaspersky internet security 2017 .scr,04/03/2010 7:01,9C040D0916C0E4A2FC59D5A9F688B5DD,Isolated successfully.,18/11/2024 15:01,Sangfor Engine Zero,2.02411E+13
269,18/11/2024 15:01,1F-PC-004,172.22.58.3,Trojan,Trojan.GenericKD.12402566,e:\system volume information\kaspersky internet security 2017\taskhosts.exe,02/03/2020 17:22,0CF721428235FEFFD48C9A4105143CFC,Pending,18/11/2024 15:01,Gene Analysis Engine,2.02411E+13
270,18/11/2024 15:01,1F-PC-004,172.22.58.3,Trojan,Trojan.Generic.22213931,e:\system volume information\kaspersky internet security 2017\spoolsvc.exe,02/03/2020 17:22,DB0048BA002E206E0F74EA5A07755965,Pending,18/11/2024 15:01,Gene Analysis Engine,2.02411E+13
271,18/11/2024 15:01,1F-PC-004,172.22.58.3,Trojan,Trojan.Generic.22489249,e:\system volume information\kaspersky internet security 2017\explorers.exe,02/03/2020 17:22,CEFBE41C4FFBA34E2B943E830DDAC3D1,Pending,18/11/2024 15:01,Gene Analysis Engine,2.02411E+13
272,18/11/2024 7:01,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Save.a,c:\program files (x86)\medweb\plugin\msvcp140.dll,09/06/2016 22:46,5117BFFCB23A92DFCD2E6D43DF751F8B,Fixed successfully.,18/11/2024 7:01,Sangfor Engine Zero,2.01808E+13
273,15/11/2024 23:26,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,15/11/2024 21:47,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,15/11/2024 23:26,File Reputation Database,2.01808E+13
274,15/11/2024 21:45,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,15/11/2024 21:47,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,15/11/2024 21:45,File Reputation Database,2.01808E+13
275,15/11/2024 13:38,4F-PC-027,172.22.61.195,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
276,15/11/2024 13:36,hpkkplazadb,172.22.36.13,Trojan,Trojan.Win32.Save.a,c:\windows\temp\onedrive.exe,01/09/2023 1:31,08B5889AF26C2C16AC90F99F5B36481C,Pending,15/11/2024 13:36,Sangfor Engine Zero,2.02411E+13
277,15/11/2024 13:36,hpkkplazadb,172.22.36.13,Trojan,Trojan.Win32.Save.a,c:\program files\google\chrome\updater.exe,30/08/2023 3:38,65E7F6E26F792FA94E8AF5371FD6331A,Pending,15/11/2024 13:36,Sangfor Engine Zero,2.02411E+13
278,15/11/2024 13:36,hpkkplazadb,172.22.36.13,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,14/02/2024 6:18,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
279,15/11/2024 13:09,5F-PC-060,172.22.80.165,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,14/02/2024 7:34,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
280,15/11/2024 13:03,4F-PC-026,172.22.61.140,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
281,15/11/2024 13:02,2F-PC-196,172.22.59.12,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,10/02/2024 8:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Gene Analysis Engine,2.02411E+13
282,15/11/2024 12:56,4F-PC-007,172.22.61.144,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,05/08/2024 10:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,04/12/2024 16:27,Sangfor Cloud-Based Antivirus Engine,2.02411E+13
